carrec,r2013,dieta,dietes,retribucio,total,nom,dept,detalls,naut,danual,column,column2,carrec2
"Comissió Territorial d’Urbanisme de Girona. Ponència Tècnica | Vocal de lliure designació, amb veu i sense vot Director de la Dos Girona-1 del Servei Català de la Salut. Departament de Salut",8,64.91,€519.28,,€519.28,"Carreras Coma, Josep Mª",PO,64.91,No autoritza publicació,519.28,,,"Vocal de lliure designació, amb veu i sense vot Director de la Dos Girona-1 del Servei Català de la Salut. Departament de Salut"
Comissió Territorial d’Urbanisme de Girona. Ponència Tècnica | Vocal Associació Catalana de Municipis i Comarques,8,64.91,€519.28,,€519.28,"Carreras Comas, Gerard",PO,64.91,No autoritza publicació,519.28,,,Vocal Associació Catalana de Municipis i Comarques
"Infraestructures de la Generalitat de Catalunya, SAU, Consell d’Administració | Vocal",12,627.45,"€7,529.40",,"€7,529.40","Carreras De Odriozola, Albert",EC,,627.45,7529.4,,,Vocal
"Institut Català de Finances, Junta de Govern | President",11,627.45,"€6,901.95",,"€6,901.95","Carreras De Odriozola, Albert",EC,,627.45,6901.95,,,President
Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat (CTTI) | Vocal Consell d'Administracio (Tıtular de la SG del Dept Tecnologies de la d'ECO),11,573.3,"€6,306.30",,"€6,306.30","Carreras De Odriozola, Albert",IU,,573.3,6306.3,,,Vocal Consell d'Administracio (Tıtular de la SG del Dept Tecnologies de la d'ECO)
"Institut Català de Finances, Comissió Executiva | Vocal",11,270.45,"€2,974.95",,"€2,974.95","Carreras De Odriozola, Albert",EC,,270.45,2974.95,,,Vocal
| Secretari General,,,,"€79,651.66","€79,651.66","Carreras De Odriozola, Albert",EC,2014,,,,,Secretari General
Comissió Territorial d’Urbanisme de l’Àmbit Metropolità de Barcelona. Ponència Tècnica | Vocal Àrea Metropolitana de Barcelona,8,64.91,€519.28,,€519.28,"Carreras Quillis, Josep M.",PO,64.91,No autoritza publicació,519.28,,,Vocal Àrea Metropolitana de Barcelona
Comissió Territorial d’Urbanisme de l’Àmbit Metropolità de Barcelona. Ponència Tècnica | Vocal Àrea Metropolitana de Barcelona,8,64.91,€519.28,,€519.28,"Casademont Altimira, Ricard",PO,,64.91,519.28,,,Vocal Àrea Metropolitana de Barcelona
Comissió Territorial d’Urbanisme de Girona | Vocal Delegat Territorial del Govern de la Generalitat a Girona. Departament de la Presidència,8,64.91,€519.28,,€519.28,"Casadesús Barceló, Eudald",PO,,64.91,519.28,,,Vocal Delegat Territorial del Govern de la Generalitat a Girona. Departament de la Presidència
Consell de Govern del Consorci Port de Portbou | President (Delegat Territorial del Govern de la Generalitat a Girona),4,28.5,€114.00,,€114.00,"Casadesús Barceló, Eudald",PO,,28.5,114,,,President (Delegat Territorial del Govern de la Generalitat a Girona)
| Delegat/ada Territorial Del Govern de La Gtat. A Girona,,,,"€76,270.38","€76,270.38","Casadesús Barceló, Eudald",PR,2014,,,,,Delegat/ada Territorial Del Govern de La Gtat. A Girona
Junta Arbitral del Transport de Catalunya. Tarragona | Secretari (Serveis Territorials a Tarragona del Departament de Territori i Sostenibilitat),20,64.91,"€1,298.20",,"€1,298.20","Casadevall Camps, Jordi",PO,,64.91,1298.2,,,Secretari (Serveis Territorials a Tarragona del Departament de Territori i Sostenibilitat)
Comissió de Política Territorial i Urbanisme de Catalunya | Vocal Col·legi de Geògrafs de Catalunya,4,64.91,€259.64,,€259.64,"Casadevall Camps, Jordi",PO,,64.91,259.64,,,Vocal Col·legi de Geògrafs de Catalunya
Institut d’Estadística de Catalunya (Idescat). Consell Rector | Vocal,1,64.91,€64.91,,€64.91,"Casado Cadarso, M. Teresa",EC,,64.91,64.91,,,Vocal
COMISSIÓ DE CONTROL DELS DISPOSITIUS DE VIDEOVIGILÀNCIA DE CATALUNYA | Vocal Generalitat,6,54.09,€324.54,,€324.54,"Casado Cadarso, M. Teresa",IT,,54.09,324.54,,,Vocal Generalitat
Comissió de Cooperació Local de Catalunya | Vocals suplents Generalitat,3,37.86,€113.58,,€113.58,"Casado Cadarso, M. Teresa",GO,,37.86,113.58,,,Vocals suplents Generalitat
| Directora General d'Admínistració de Seguretat,,,,"€76,270.38","€76,270.38","Casado Cadarso, M. Teresa",IT,2013,,,,,Directora General d'Admínistració de Seguretat
Comissió Territorial d’Urbanisme de Barcelona. Ponència Tècnica | Vocal Col·legi d’Enginyers Industrials de Ctalunya,8,64.91,€519.28,,€519.28,"Casas Vilella, Manuel",PO,64.91,No autoritza publicació,519.28,,,Vocal Col·legi d’Enginyers Industrials de Ctalunya
Jurat Expropiació Barcelona | Vocals titulars,28,108,"€3,024.00",,"€3,024.00","Cascon Blanco, Edgar José",GO,,108,3024,,,Vocals titulars
| Cap de l'Oficina de Comunicació,,,,"€60,243.06","€60,243.06",Caseras Vives. Susagna,BE,2013,,,,,Cap de l'Oficina de Comunicació
Consell Superior d'AvaIuació del Sistema Educatiu | Vocal,5,43.27,€216.35,,€216.35,"Cassany Comas, Daniel",EN,,43.27,216.35,,,Vocal
Jurat Expropiació Tarragona | Secretari,10,162,"€1,620.00",,"€1,620.00","Cassany Virgili, Marta",GO,,162,1620,,,Secretari
Consell de la Xarxa d’Abastament Ter-Llobregat | Vocal (Representant de la Federació de Municipis de Catalunya),4,400,"€1,600.00",,"€1,600.00","Castaño Augé, Joan",PO,,400,1600,,,Vocal (Representant de la Federació de Municipis de Catalunya)
Consell de Direcció de l’Agència de Residus de Catalunya | Vocal (Representant de la Federació de Municipis de Catalunya),3,346.18,"€1,038.54",,"€1,038.54","Castaño Augé, Joan",PO,,346.18,1038.54,,,Vocal (Representant de la Federació de Municipis de Catalunya)
Consell d’Administració de l’Institut Català del Sòl | Vocal (Secretarid'Universitats i Recerca del Departament d'Economia i Coneixement),4,571.73,"€2,286.92",,"€2,286.92","Castellà Clavé, Antoni",PO,,571.73,2286.92,,,Vocal (Secretarid'Universitats i Recerca del Departament d'Economia i Coneixement)
Consell d'Administració d'Aeroports Públics de Catalunya | Vocal (Secretari d'Universitats i Recerca del Departament d’Economia i Coneixement),7,251,"€1,757.00",,"€1,757.00","Castellà Clavé, Antoni",PO,,251,1757,,,Vocal (Secretari d'Universitats i Recerca del Departament d’Economia i Coneixement)
| Secretari d'Universitats i Recerca,,,,"€79,651.66","€79,651.66","Castellà Clavé, Antoni",EC,2014,,,,,Secretari d'Universitats i Recerca
Jurat Expropiació Girona | Vocals suplents,20,108,"€2,160.00",,"€2,160.00","Castellanos Femandez, F.Javier",GO,,108,2160,,,Vocals suplents
Comissió Territorial d’Urbanisme de Terres de l’Ebre. Ponència Tècnica | Vocal Associació Catalana de Municipis i Comarques,5,64.91,€324.55,,€324.55,"Castellví Miralles, Jaume",PO,64.91,No autoritza publicació,324.55,,,Vocal Associació Catalana de Municipis i Comarques
Comissió Territorial d’Urbanisme de la Catalunya Central. Ponència Tècnica | Vocal titular Associació Catalana de Municipis i Comarques,8,64.91,€519.28,,€519.28,"Castillo Escribano, Carolina",PO,64.91,No autoritza publicació,519.28,,,Vocal titular Associació Catalana de Municipis i Comarques
Consell Rector de l’Institut per al Desenvolupament de les Comarques de l’Ebre (IDECE) | Vocal (Representant del Grup Parlamentari C’s),2,63.11,€126.22,,€126.22,"Castillo Molina, Vicente",PO,,63.11,126.22,,,Vocal (Representant del Grup Parlamentari C’s)
Comissió de Cooperació Local de Catalunya | Vocals suplents Adm. Locals,3,37.86,€113.58,,€113.58,"Castor Gonell Agramunt, Joan",GO,,Pendent autorització,113.58,,,Vocals suplents Adm. Locals
"Institut Català de Finances, Junta de Govern | Vocal",11,540.9,"€5,949.90",,"€5,949.90","Catà Sala, Aurora",EC,,540.9,5949.9,,,Vocal
Comissió de Cooperació Local de Catalunya | Vocals suplents Adm. Locals,3,37.86,€113.58,,€113.58,"Catenys Arbolí, Consol",GO,,Pendent autorització,113.58,,,Vocals suplents Adm. Locals
"Institut Català de Finances, Consell Assessor | Vocal",2,270,€540.00,,€540.00,"Cayuela Tomàs, Santiago",EC,,270,540,,,Vocal
Consell Rector Escola d Administració Pública de Catalunya | Vocal,2,94.66,€189.32,,€189.32,"Cegarra Lascorz, Sílvia",GO,,Pendent autorització,189.32,,,Vocal
Consell Escolar Catalunya Ple i Comissions | Membre,17,43.27,€735.59,,€735.59,"Cela Ollé, Jaume",EN,,43.27,735.59,,,Membre
Comissió Territorial d’Urbanisme de la Catalunya Central. Ponència Tècnica | Vocal titular Responsable de Protecció Civil de la Secretaria General del Departament d’Interior,8,64.91,€519.28,,€519.28,"Centellas Capsada, Agnès",PO,,64.91,519.28,,,Vocal titular Responsable de Protecció Civil de la Secretaria General del Departament d’Interior
Jurat Expr. Terres de l'Ebre | Vocals titulars,8,108,€864.00,,€864.00,"Cervantes Jiménez, Àngel Luis",GO,,108,864,,,Vocals titulars
Jurat Expropiació Tarragona | Vocals titulars,10,108,"€1,080.00",,"€1,080.00","Cervera Lainez, Elena",GO,,108,1080,,,Vocals titulars
"Consell Assessor de Ports de la Generalitat | Vocal (Director General de Pesca i Afers Marítims del Departament d’Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural)",3,167.68,€503.04,,€503.04,"Ciuraneta Riu, Jordi",PO,,167.68,503.04,,,"Vocal (Director General de Pesca i Afers Marítims del Departament d’Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural)"
Promotora d'Exportacions Catalanes SA | Vocal,3,162.27,€486.81,,€486.81,"Ciuraneta Riu, Jordi",AG,,162.27,486.81,,,Vocal
| Director general de Pesca ¡Afers Marítims,,,,"€76,270.35","€76,270.35","Ciuraneta Riu, Jordi",AG,2013,,,,,Director general de Pesca ¡Afers Marítims
Jurat Expropiació Lleida | Vocals suplents,20,108,"€2,160.00",,"€2,160.00","Ciutat Falcó, Rosa",GO,,108,2160,,,Vocals suplents
Comissió Territorial d’Urbanisme de Lleida. Ponència Tècnica | Vocal Cap del Servei Territorial de Cooperació Local de Lleida del Departament de Governació i Relacions Institucionals,8,64.91,€519.28,,€519.28,"Ciutat Falcó, Rosa",PO,,64.91,519.28,,,Vocal Cap del Servei Territorial de Cooperació Local de Lleida del Departament de Governació i Relacions Institucionals
Comissió Territorial d’Urbanisme de la Vall d’Aran. Ponència Tècnica | Vocal Cap del Servei Territorial de Cooperació Local de Lleida del Departament de Governació i Relacions Institucionals,4,64.91,€259.64,,€259.64,"Ciutat Falcó, Rosa",PO,,64.91,259.64,,,Vocal Cap del Servei Territorial de Cooperació Local de Lleida del Departament de Governació i Relacions Institucionals
Comissió de Política Territorial i Urbanisme de Catalunya | Vocal Gerent Adjunt d’Urbanisme de l’Ajuntament de Barcelona,4,64.91,€259.64,,€259.64,"Civit Fons, Albert",PO,,64.91,259.64,,,Vocal Gerent Adjunt d’Urbanisme de l’Ajuntament de Barcelona
Comissió Territorial d’Urbanisme de la Catalunya Central. Ponència Tècnica | Vocal titular Arquitecte del Col·legi d’Arquitectes de Catalunya,8,64.91,€519.28,,€519.28,"Claparols Pericas, Josep Mª",PO,,64.91,519.28,,,Vocal titular Arquitecte del Col·legi d’Arquitectes de Catalunya
Comissió Territorial d’Urbanisme de la Vall d’Aran. Ponència Tècnica | Vocal Federació de Municipis de Catalunya,4,64.91,€259.64,,€259.64,"Claró Tolsau, Elisabeth",PO,,64.91,259.64,,,Vocal Federació de Municipis de Catalunya
Consell d'Administració del Centre d'lnserció i Rehabiıitacıó (cıRE) | Vocal,2,378,€756.00,,€756.00,"Clavaguera Vila,joaquim",JU,,378,756,,,Vocal
| Director/a General D'execució Penal A La Comunitat i De,,,,"€76,270.38","€76,270.38","Clavaguera Vila,joaquim",JU,2013,,,,,Director/a General D'execució Penal A La Comunitat i De
| Cap de I'Oficina de Protocol,,,,"€56,941.19","€56,941.19",Claveras Orcau. Sònia,BE,2013,,,,,Cap de I'Oficina de Protocol
Comissió Territorial d’Urbanisme de la Catalunya Central | Vocal titular Associació Catalana de Municipis i Comarques Alcalde de l’Ajuntament de Puigreig,8,64.91,€519.28,,€519.28,"Clement Guitart, Antoni",PO,64.91,No autoritza publicació,519.28,,,Vocal titular Associació Catalana de Municipis i Comarques Alcalde de l’Ajuntament de Puigreig
Comissió de Cooperació Local de Catalunya | Vocals suplents Generalitat,3,37.86,€113.58,,€113.58,"Clopés Alemany, Xavier",GO,,Pendent autorització,113.58,,,Vocals suplents Generalitat
Consell Superior d'AvaIuació del Sistema Educatiu | Vocal expert,5,43.27,€216.35,,€216.35,"Clos Guix, Eulàlia",EN,,43.27,216.35,,,Vocal expert
| Cap de I'Oficina de la Secretaria del Conseller,,,,"€52,954.30","€52,954.30","Clota Bernal, Montserrat",CU,2014,,,,,Cap de I'Oficina de la Secretaria del Conseller
"""| Director/a Del Programa Inter. de Comuni. i Rrpp """"eugeni Xammar""""""",,,,"€68,746.49","€68,746.49","Clotet Planas, Jaume",PR,2014,,,,,"""Director/a Del Programa Inter. de Comuni. i Rrpp """"eugeni Xammar"""""""
Consell d’Administració de l’Agencia Catalana de l’Aigua | Vocal (Representant de la Confederación Hidrográfica del Ebro),4,551.72,"€2,206.88",,"€2,206.88","Coch Flotats, Antoni",PO,,551.72,2206.88,,,Vocal (Representant de la Confederación Hidrográfica del Ebro)
Comissió de Preus de Catalunya  | Vocal (Directora de I'Àrea Tributària i d'Ingressos de l'Agència Catalana de l'Aigua Dept TES),9,51.39,€462.51,,€462.51,"Coch Roura, Mariona ",IU,,51.39,462.51,,,Vocal (Directora de I'Àrea Tributària i d'Ingressos de l'Agència Catalana de l'Aigua Dept TES)
Consell Escolar Catalunya Ple i Comissions | Membre,16,43.27,€692.32,,€692.32,"Codina Puig, Joan Josep",EN,,43.27,692.32,,,Membre
Comissió Territorial d’Urbanisme de Barcelona | Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,8,64.91,€519.28,,€519.28,"Cofan Amiel, Camil",PO,,64.91,519.28,,,Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
Comissió Territorial d’Urbanisme de Barcelona. Ponència Tècnica | Director  Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,8,64.91,€519.28,,€519.28,"Cofan Amiel, Camil",PO,,64.91,519.28,,,Director  Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
Comissió de Política Territorial i Urbanisme de Catalunya | Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,4,64.91,€259.64,,€259.64,"Cofan Amiel, Camil",PO,,64.91,259.64,,,Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
Comissió Territorial d’Urbanisme de la Catalunya Central | Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,8,64.91,€519.28,,€519.28,"Cofan Amiel, Camil",PO,,64.91,519.28,,,Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
Comissió Territorial d’Urbanisme de la Catalunya Central. Ponència Tècnica | Director  Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,8,64.91,€519.28,,€519.28,"Cofan Amiel, Camil",PO,,64.91,519.28,,,Director  Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
Comissió Territorial d’Urbanisme de Girona. Ponència Tècnica | President  Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,8,64.91,€519.28,,€519.28,"Cofan Amiel, Camil",PO,,64.91,519.28,,,President  Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
Comissió Territorial d’Urbanisme de l’Àmbit Metropolità de Barcelona | Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,8,64.91,€519.28,,€519.28,"Cofan Amiel, Camil",PO,,64.91,519.28,,,Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
Comissió Territorial d’Urbanisme de la Vall d’Aran. Ponència Tècnica | Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat,4,64.91,€259.64,,€259.64,"Cofan Amiel, Camil",PO,,64.91,259.64,,,Vocal Subdirector General d’Urbanisme de la Direcció General d’Ordenació del Territori i Urbanisme del Departament de Territori i Sostenibilitat
